pl_name,stars,moons,disc_year,orbital period,radius,mass,solar radius,solar mass,rotational velocity,distance,gaia magnitude
K2-163 b,1,0,2018,6.673117,2.466,6.65,0.76,0.83,5.66956591796875,208.529,12.8062
K2-164 b,1,0,2018,17.355066,3.249,10.6,2.2,1.18,5.66956591796875,375.67,11.0942
K2-165 b,1,0,2018,2.354992,1.274,2.17,0.8,0.83,5.66956591796875,134.591,11.3272
K2-165 c,1,0,2018,4.382745,1.554,3.03,0.8,0.83,5.66956591796875,134.591,11.3272
K2-165 d,1,0,2018,14.101361,2.648,7.5,0.8,0.83,5.66956591796875,134.591,11.3272
K2-166 b,1,0,2018,8.52695,2.19,5.43,1.61,1.16,5.66956591796875,476.882,11.9456
K2-167 b,1,0,2018,9.97748,2.3,6.5,1.49,1.01,5.66956591796875,80.8994,8.103581
K2-168 b,1,0,2018,15.8523,1.86,4.12,0.83,0.88,5.66956591796875,243.935,12.0976
K2-169 b,1,0,2018,6.380803,1.273,2.16,0.92,0.99,5.66956591796875,235.867,12.0063
K2-17 b,1,0,2015,17.96753,2.23,5.6,0.66,0.71,5.66956591796875,125.106,13.0023
K2-170 b,1,0,2018,7.576544,1.418,2.6,0.98,0.96,5.66956591796875,392.872,12.4959
K2-170 c,1,0,2018,12.400047,1.802,3.9,0.98,0.96,5.66956591796875,392.872,12.4959
K2-171 b,1,0,2018,5.628466,2.687,7.69,1.72,0.89,5.66956591796875,606.128,12.4386
K2-172 b,1,0,2018,14.316941,1.666,3.42,0.87,0.93,5.66956591796875,249.742,12.2809
K2-172 c,1,0,2018,29.62682,3.206,10.4,0.87,0.93,5.66956591796875,249.742,12.2809
K2-173 b,1,0,2018,5.868699,1.608,3.22,0.84,0.88,5.66956591796875,228.641,12.1848
K2-174 b,1,0,2018,19.562307,2.6,7.27,0.68,0.7,5.66956591796875,99.9293,12.0082
K2-175 b,1,0,2018,9.525988,2.038,4.81,1.42,1.09,5.66956591796875,247.266,10.6251
K2-176 b,1,0,2018,5.329439,1.491,2.83,0.86,0.94,5.66956591796875,247.302,12.6504
K2-177 b,1,0,2018,14.155185,2.116,5.13,1.21,1.21,5.66956591796875,492.167,12.422
K2-178 b,1,0,2018,8.747818,3.558,12.4,0.89,0.95,5.66956591796875,214.753,12.1562
K2-179 b,1,0,2018,5.172191,2.513,6.86,0.77,0.82,5.66956591796875,190.81,12.691
K2-18 b,1,0,2015,32.939623,2.37,8.92,0.41,0.36,5.66956591796875,38.0266,12.4154
K2-18 c,1,0,2017,8.962,2.65,7.51,0.41,0.36,5.66956591796875,38.0266,12.4154
K2-180 b,1,0,2018,8.8656511,2.52,11.44182,0.72,0.72,2.1,203.896,12.4039
K2-181 b,1,0,2018,6.894256,2.84,8.45,1.07,0.99,5.66956591796875,360.911,12.5618
K2-182 b,1,0,2018,4.7369683,2.69,20.0,0.79,0.86,5.66956591796875,154.83,11.7202
K2-183 b,1,0,2018,0.469285,1.1,1.37,0.87,0.94,5.66956591796875,329.041,12.6702
K2-183 c,1,0,2018,10.787992,2.3,5.9,0.87,0.94,5.66956591796875,329.041,12.6702
K2-183 d,1,0,2018,22.620344,2.3,5.9,0.87,0.94,5.66956591796875,329.041,12.6702
K2-184 b,1,0,2018,16.9780102,1.47,2.76,0.75,0.84,5.66956591796875,75.5857,10.13
K2-185 b,1,0,2018,10.616384,1.15,1.6,0.94,0.96,5.66956591796875,268.357,12.0636
K2-185 c,1,0,2018,52.713494,2.39,6.3,0.94,0.96,5.66956591796875,268.357,12.0636
K2-186 b,1,0,2018,41.474219,3.172,10.2,0.98,1.02,5.66956591796875,330.739,12.1713
K2-187 b,1,0,2018,0.77401,1.2,1.87,0.83,0.97,5.66956591796875,330.916,12.8673
K2-187 c,1,0,2018,2.871512,1.4,2.54,0.83,0.97,5.66956591796875,330.916,12.8673
K2-187 d,1,0,2018,7.149584,2.4,6.35,0.83,0.97,5.66956591796875,330.916,12.8673
K2-187 e,1,0,2018,13.606629,1.9,4.27,0.83,0.97,5.66956591796875,330.916,12.8673
K2-188 b,1,0,2018,1.742169,1.35,2.39,1.19,1.06,5.66956591796875,446.821,12.4903
K2-188 c,1,0,2018,7.810253,2.83,8.4,1.19,1.06,5.66956591796875,446.821,12.4903
K2-189 b,1,0,2018,2.588309,1.52,2.92,0.87,0.94,5.66956591796875,242.113,12.2538
K2-189 c,1,0,2018,6.679195,2.5,6.8,0.87,0.94,5.66956591796875,242.113,12.2538
K2-19 b,1,0,2015,7.9222,7.0,32.4,0.82,0.88,3.0,289.827,12.8153
K2-19 c,1,0,2015,11.8993,4.1,10.8,0.82,0.88,3.0,289.827,12.8153
K2-19 d,1,0,2016,2.5081,1.11,10.0,0.82,0.88,2.0,289.827,12.8153
K2-190 b,1,0,2018,10.098858,1.357,2.41,0.91,0.9,5.66956591796875,160.679,10.9586
K2-190 c,1,0,2018,21.574023,1.093,1.34,0.91,0.9,5.66956591796875,160.679,10.9586
K2-191 b,1,0,2018,2.858646,1.579,3.12,0.84,0.9,5.66956591796875,287.188,12.9948
K2-192 b,1,0,2018,4.162817,1.52,2.92,0.81,0.9,5.66956591796875,221.753,12.45
K2-193 b,1,0,2018,14.786889,3.95,14.8,0.98,1.01,5.66956591796875,411.923,13.0947
K2-194 b,1,0,2018,39.721386,3.642,12.9,1.28,1.11,5.66956591796875,629.51,12.8383
K2-195 b,1,0,2018,15.852975,3.13,9.96,0.99,0.94,5.66956591796875,315.014,12.3238
K2-195 c,1,0,2018,28.482786,2.576,7.16,0.91,0.96,5.66956591796875,315.014,12.3238
K2-196 b,1,0,2018,48.324222,3.6,12.6,1.54,1.16,5.66956591796875,584.877,11.9274
K2-197 b,1,0,2018,8.357881,2.56,7.08,0.93,1.0,5.66956591796875,247.637,11.9937
K2-198 b,1,0,2018,17.0428683,4.189,16.3,0.76,0.8,5.66956591796875,110.567,10.9955
K2-198 c,1,0,2019,3.3596055,1.423,2.61,0.76,0.8,5.66956591796875,110.567,10.9955
K2-198 d,1,0,2019,7.4500177,2.438,6.52,0.76,0.8,5.66956591796875,110.567,10.9955
K2-199 b,1,0,2018,3.2253993,1.73,6.9,0.68,0.71,5.66956591796875,107.518,11.9053
K2-199 c,1,0,2018,7.3744897,2.85,12.4,0.68,0.71,5.66956591796875,107.518,11.9053
K2-200 b,1,0,2018,2.849883,1.364,2.43,0.79,0.86,5.66956591796875,184.131,12.2315
K2-201 b,1,0,2018,1.05979,1.4,2.54,0.88,0.96,5.66956591796875,197.932,11.9432
K2-201 c,1,0,2018,22.779878,3.286,10.8,0.88,0.96,5.66956591796875,197.932,11.9432
K2-2016-BLG-0005L b,1,0,2023,4700.0,13.7,349.61125,0.95,0.58,5.66956591796875,5200.0,13.148
K2-202 b,1,0,2018,3.405164,2.302,5.91,0.91,0.97,5.66956591796875,300.397,13.0435
K2-203 b,1,0,2018,9.695101,1.371,2.45,0.76,0.79,5.66956591796875,166.147,12.1219
K2-204 b,1,0,2018,7.055784,3.046,9.51,1.18,1.01,5.66956591796875,577.235,12.8893
K2-205 b,1,0,2018,26.672263,1.996,4.64,1.08,0.95,5.66956591796875,405.301,12.2509
K2-206 b,1,0,2018,18.294549,2.795,8.22,0.76,0.79,5.66956591796875,244.443,12.8274
K2-207 b,1,0,2018,12.48749,2.606,7.3,0.93,0.94,5.66956591796875,363.064,12.9687
K2-208 b,1,0,2018,4.190948,1.679,3.46,0.86,0.93,5.66956591796875,256.887,12.3135
K2-209 b,1,0,2018,2.080615,0.869,0.586,0.71,0.74,5.66956591796875,76.4986,10.7447
K2-21 b,1,0,2015,9.325038,1.84,4.04,0.65,0.68,5.66956591796875,83.6448,12.2785
K2-21 c,1,0,2015,15.50192,2.49,6.76,0.65,0.68,5.66956591796875,83.6448,12.2785
K2-210 b,1,0,2018,0.57023,0.86,0.566,0.89,0.91,5.66956591796875,176.51,11.5845
K2-211 b,1,0,2018,0.669532,1.3,2.24,0.79,0.88,5.66956591796875,272.297,12.9329
K2-212 b,1,0,2018,9.795647,2.65,7.51,0.68,0.62,5.66956591796875,109.218,12.55
K2-213 b,1,0,2018,8.13087,1.514,2.9,1.2,1.07,5.66956591796875,389.702,12.0409
K2-214 b,1,0,2018,8.596802,2.43,6.48,1.27,1.05,5.66956591796875,300.64,11.599
K2-215 b,1,0,2018,8.269648,2.124,5.16,0.97,1.0,5.66956591796875,403.964,12.8302
K2-216 b,1,0,2018,2.1748,1.75,8.0,0.72,0.7,1.8,115.461,12.0576
K2-217 b,1,0,2018,14.074524,3.579,12.5,1.33,1.1,5.66956591796875,381.878,12.0279
K2-218 b,1,0,2018,8.679885,2.569,7.13,1.01,1.05,5.66956591796875,394.083,12.7137
K2-219 b,1,0,2018,3.901287,1.348,2.38,1.19,1.02,5.66956591796875,325.4,11.911
K2-219 c,1,0,2018,6.66767,1.438,2.66,1.19,1.02,5.66956591796875,325.4,11.911
K2-219 d,1,0,2018,11.137278,2.576,7.16,1.19,1.02,5.66956591796875,325.4,11.911
K2-22 b,2,0,2015,0.381073,2.3,444.962,0.58,0.6,5.66956591796875,243.836,14.9537
K2-220 b,1,0,2018,13.683256,2.39,6.3,1.02,0.96,5.66956591796875,233.514,11.7214
K2-221 b,1,0,2018,2.399094,1.679,3.46,0.95,1.01,5.66956591796875,318.81,12.4149
K2-222 b,1,0,2018,15.38857,2.35,8.7,1.11,0.99,5.66956591796875,101.321,9.36072
K2-223 b,1,0,2018,0.50557,0.89,0.64,1.0,1.06,5.66956591796875,198.604,11.2736
K2-223 c,1,0,2018,4.562546,1.5,2.86,1.0,1.06,5.66956591796875,198.604,11.2736
K2-224 b,1,0,2018,4.47904,1.56,3.05,0.84,0.91,5.66956591796875,275.255,12.5216
K2-224 c,1,0,2018,10.09489,2.41,6.39,0.84,0.91,5.66956591796875,275.255,12.5216
K2-225 b,1,0,2018,15.87209,3.49,12.0,1.7,1.27,5.66956591796875,357.778,11.5203
K2-226 b,1,0,2018,3.27108,1.54,2.99,0.91,0.88,5.66956591796875,211.265,12.0917
K2-227 b,1,0,2018,13.621832,1.666,3.41,0.89,0.95,5.66956591796875,187.234,11.4954
K2-228 b,1,0,2018,2.69828,1.21,1.92,0.65,0.71,5.66956591796875,129.46,12.6527
K2-229 b,1,0,2018,0.584216,1.0,2.49,0.79,0.87,2.46,102.564,10.7861
K2-229 c,1,0,2018,8.32727,2.03,21.3,0.79,0.87,2.46,102.564,10.7861
K2-230 b,1,0,2018,2.86041,1.96,4.5,1.39,1.11,5.2,540.773,12.5751
K2-231 b,1,0,2018,13.841901,2.5,6.8,0.95,1.01,2.0,321.215,12.5593
K2-232 b,1,0,2018,11.168454,11.209,126.49634,1.16,1.19,4.16,130.72,9.72626
K2-233 b,1,0,2018,2.4675,1.343,11.26,0.71,0.79,4.5,67.5062,10.4191
K2-233 c,1,0,2018,7.06005,1.281,12.81,0.71,0.79,4.5,67.5062,10.4191
K2-233 d,1,0,2018,24.3645,2.358,21.14,0.71,0.79,4.5,67.5062,10.4191
K2-237 b,1,0,2018,2.18053539,16.197,433.20012,1.26,1.26,11.76,314.995,11.4668
K2-238 b,1,0,2018,3.20466,14.572,273.3338,1.59,1.19,3.78,537.963,13.6635
K2-239 b,1,0,2018,5.24,1.1,1.37,0.36,0.4,5.66956591796875,31.0849,13.4367
K2-239 c,1,0,2018,7.775,1.0,0.972,0.36,0.4,5.66956591796875,31.0849,13.4367
K2-239 d,1,0,2018,10.115,1.1,1.37,0.36,0.4,5.66956591796875,31.0849,13.4367
K2-24 b,1,0,2016,20.88977,5.4,19.0,1.16,1.07,2.0,170.562,10.9072
K2-24 c,1,0,2016,42.3391,7.5,15.4,1.16,1.07,2.0,170.562,10.9072
K2-240 b,1,0,2018,6.034,2.0,4.66,0.54,0.58,5.66956591796875,72.9105,12.6212
K2-240 c,1,0,2018,20.523,1.8,3.89,0.54,0.58,5.66956591796875,72.9105,12.6212
K2-241 b,1,0,2018,26.8199,2.55,7.04,0.75,0.71,2.08,149.464,11.7562
K2-242 b,1,0,2018,6.51389,2.54,6.99,0.37,0.38,5.66956591796875,109.237,15.3818
K2-243 b,1,0,2018,11.54182,2.17,5.35,1.39,1.29,5.66956591796875,266.864,10.7424
K2-243 c,1,0,2018,24.94598,2.01,4.7,1.39,1.29,5.66956591796875,266.864,10.7424
K2-244 b,1,0,2018,21.06884,1.75,3.71,0.92,0.86,3.69,212.902,11.6317
K2-245 b,1,0,2018,11.89307,4.34,17.4,1.25,0.83,4.62,456.064,12.5639
K2-246 b,1,0,2018,5.76918,3.49,12.0,0.94,0.87,2.9,703.616,14.3512
K2-247 b,1,0,2018,2.25021,2.12,5.14,0.69,0.74,5.66956591796875,258.113,14.3583
K2-247 c,1,0,2018,6.49424,2.19,5.43,0.69,0.74,5.66956591796875,258.113,14.3583
K2-248 b,1,0,2018,7.17256,2.57,7.13,0.92,0.88,2.6,406.254,13.2616
K2-249 b,1,0,2018,12.409,2.79,8.2,1.57,1.32,5.66956591796875,521.716,12.4497
K2-25 b,1,0,2015,3.48456408,3.44,24.5,0.29,0.26,8.8,44.9565,14.3817
K2-250 b,1,0,2018,4.01457,2.44,6.53,0.81,0.8,2.2,414.708,13.9725
K2-251 b,1,0,2018,9.30075,2.35,6.12,0.49,0.52,5.66956591796875,147.03,14.7702
K2-252 b,1,0,2018,13.81513,1.74,3.68,0.82,0.79,2.2,228.839,12.6201
K2-253 b,1,0,2018,4.00167,12.67,8.75,1.1,1.08,5.66956591796875,876.565,14.7042
K2-254 b,1,0,2018,4.09639,1.63,3.29,0.67,0.71,5.66956591796875,227.775,13.7427
K2-254 c,1,0,2018,12.11839,2.19,5.43,0.67,0.71,5.66956591796875,227.775,13.7427
K2-255 b,1,0,2018,1.96417,2.9,8.75,0.69,0.71,2.46,191.608,13.3087
K2-257 b,1,0,2018,1.60588,0.83,0.498,0.5,0.52,5.66956591796875,64.0065,12.8602
K2-258 b,1,0,2018,19.0921,3.0,9.27,1.31,1.21,5.66956591796875,661.873,13.1388
K2-259 b,1,0,2018,15.48043,2.32,5.99,1.13,1.14,5.23,416.457,12.375
K2-26 b,1,0,2016,14.5665,2.67,7.61,0.52,0.56,5.66956591796875,99.0504,13.7519
K2-260 b,1,0,2018,2.6266657,17.396,451.3186,1.69,1.39,16.0,663.834,12.4667
K2-261 b,1,0,2018,11.633478,9.528,59.75174,1.64,1.09,2.8,213.283,10.4594
K2-263 b,1,0,2018,50.818947,2.41,14.9,0.85,0.88,2.0,162.481,11.4055
K2-264 b,1,0,2018,5.840002,2.231,5.61,0.47,0.5,5.66956591796875,185.605,15.6625
K2-264 c,1,0,2018,19.660302,2.668,7.6,0.47,0.5,5.66956591796875,185.605,15.6625
K2-265 b,2,0,2018,2.369172,1.71,6.54,0.98,0.92,5.66956591796875,138.671,10.9277
K2-266 b,2,0,2018,0.658524,3.3,11.26782,0.7,0.69,5.66956591796875,77.5586,11.3527
K2-266 c,2,0,2018,7.814,0.705,0.29013,0.7,0.69,5.66956591796875,77.5586,11.3527
K2-266 d,2,0,2018,14.697,2.93,8.9,0.7,0.69,5.66956591796875,77.5586,11.3527
K2-266 e,2,0,2018,19.482,2.73,14.3,0.7,0.69,5.66956591796875,77.5586,11.3527
K2-268 b,1,0,2018,2.151676,1.5,2.86,0.78,0.84,5.66956591796875,327.783,13.5627
K2-268 c,1,0,2018,9.327527,2.69,7.7,0.78,0.84,5.66956591796875,327.783,13.5627
K2-268 d,1,0,2019,4.528598,1.49,2.83,0.78,0.84,5.66956591796875,327.783,13.5627
K2-268 e,1,0,2019,6.131243,1.33,2.33,0.78,0.84,5.66956591796875,327.783,13.5627
K2-268 f,1,0,2019,26.27057,2.23,5.6,0.78,0.84,5.66956591796875,327.783,13.5627
K2-269 b,1,0,2018,4.144965,1.57,3.09,1.45,1.16,5.66956591796875,360.76,11.377
K2-27 b,3,0,2016,6.771315,4.48,30.9,0.89,0.87,2.3,249.645,12.4528
K2-270 b,1,0,2018,1.543069,1.38,2.48,0.77,0.85,5.66956591796875,280.518,13.4701
K2-270 c,1,0,2018,4.400028,2.95,9.01,0.77,0.85,5.66956591796875,280.518,13.4701
K2-271 b,1,0,2018,8.562421,7.28,41.8,0.99,0.83,5.66956591796875,564.454,13.6582
K2-272 b,1,0,2018,14.4536756,3.13,9.96,0.83,0.86,5.66956591796875,423.065,13.6668
K2-273 b,1,0,2018,11.7195663,3.05,9.53,0.85,0.89,5.66956591796875,308.105,13.1461
K2-274 b,1,0,2018,14.1330314,2.08,4.98,0.7,0.79,5.66956591796875,228.327,12.8852
K2-275 b,1,0,2018,3.2809626,2.34,6.08,0.69,0.77,5.66956591796875,123.438,11.8139
K2-275 c,1,0,2018,8.4388385,2.21,5.52,0.69,0.77,5.66956591796875,123.438,11.8139
K2-276 b,1,0,2018,18.718269,3.77,13.7,0.85,0.82,5.66956591796875,488.152,14.3792
K2-277 b,1,0,2018,6.326763,2.07,4.94,0.97,1.02,5.66956591796875,113.123,10.1214
K2-278 b,1,0,2018,3.334966,2.98,9.17,1.61,1.4,5.66956591796875,786.439,13.2538
K2-279 b,1,0,2018,7.122605,1.21,1.92,0.86,0.79,5.66956591796875,182.983,11.5907
K2-28 b,1,0,2016,2.260455,2.32,5.99,0.29,0.26,5.66956591796875,62.9969,14.6799
K2-280 b,1,0,2018,19.89526,7.5,37.1,1.28,1.03,3.0,391.537,12.3604
K2-281 b,1,0,2018,8.687721,8.18,50.9,0.76,0.82,5.66956591796875,458.139,14.7677
K2-282 b,1,0,2018,4.169783,2.5,6.8,1.0,0.95,5.66956591796875,496.289,13.8183
K2-283 b,1,0,2018,1.921036,3.52,12.2,0.82,0.89,5.66956591796875,402.915,14.1316
K2-284 b,1,0,2018,4.795069,2.78,8.15,0.61,0.63,3.54,107.272,12.8598
K2-285 b,1,0,2018,3.471745,2.59,9.68,0.79,0.83,3.9,154.961,11.804
K2-285 c,1,0,2018,7.138048,3.53,15.68,0.79,0.83,3.9,154.961,11.804
K2-285 d,1,0,2018,10.45582,2.48,6.5,0.79,0.83,3.9,154.961,11.804
K2-285 e,1,0,2018,14.76289,1.95,10.7,0.79,0.83,3.9,154.961,11.804
K2-286 b,1,0,2018,27.359,2.1,5.06,0.62,0.64,5.66956591796875,76.1486,12.1652
K2-287 b,1,0,2018,14.893291,9.494,100.11645,1.07,1.06,3.2,158.335,11.067
K2-288 B b,2,0,2018,31.393463,1.9,4.27,0.32,0.33,5.66956591796875,65.6138,14.5451
K2-289 b,1,0,2019,13.156969,9.1,61.0,1.02,0.95,5.66956591796875,274.3,13.7943
K2-29 b,2,0,2016,3.2588321,13.339,232.0159,0.86,0.94,3.7,178.475,12.2008
K2-290 b,3,0,2019,9.21165,3.06,10.9,1.51,1.19,6.5,272.909,10.8204
K2-290 c,3,0,2019,48.36685,11.276,246.00042,1.51,1.19,6.5,272.909,10.8204
K2-291 b,1,0,2019,2.225177,1.589,6.49,0.9,0.93,2.0,90.0562,9.86639
K2-292 b,1,0,2019,16.9841,2.63,24.5,1.09,1.0,4.6,114.293,9.75597
K2-293 b,1,0,2019,13.1225,2.45,6.57,0.95,0.96,5.66956591796875,392.251,13.1611
K2-294 b,1,0,2019,2.50387,1.66,3.39,1.2,0.99,5.66956591796875,373.078,12.37
K2-295 b,1,0,2018,4.024867,10.054,106.47305,0.7,0.74,2.2,232.801,13.5184
K2-3 b,1,0,2015,10.0546535,2.078,5.11,0.55,0.55,5.66956591796875,44.0727,11.4785
K2-3 c,1,0,2015,24.646729,1.582,2.68,0.55,0.55,5.66956591796875,44.0727,11.4785
K2-3 d,1,0,2015,44.55603,1.458,2.2,0.55,0.55,5.66956591796875,44.0727,11.4785
K2-30 b,1,0,2016,4.098503,11.646,184.02357,0.84,0.9,1.4,333.042,13.2056
K2-308 b,1,0,2019,3.38628,9.916,70.6,1.24,1.09,29.0,1314.53,14.8949
K2-31 b,2,0,2016,1.25785,11.882,563.83042,0.78,0.91,2.6,110.527,10.5371
K2-312 c,1,0,2023,921.2,12.8,1719.45168,1.22,1.18,5.66956591796875,109.86,9.30733
K2-315 b,1,0,2020,3.1443189,0.95,0.809,0.2,0.17,5.0,56.9686,15.6791
K2-316 b,1,0,2020,1.133,1.33,2.33,0.38,0.41,5.66956591796875,112.486,15.514
K2-316 c,1,0,2020,5.26,1.83,4.01,0.38,0.41,5.66956591796875,112.486,15.514
K2-317 b,1,0,2020,6.22,2.93,8.91,0.38,0.4,5.66956591796875,176.291,16.6387
K2-318 b,1,0,2020,7.01,1.66,3.39,0.55,0.56,5.66956591796875,147.866,14.3967
K2-319 b,1,0,2020,26.68,2.79,8.2,0.9,0.95,5.66956591796875,209.071,11.9397
K2-32 b,2,0,2016,8.992,5.299,15.0,0.86,0.83,0.7,157.682,12.0036
K2-32 c,2,0,2016,20.66093,3.134,8.1,0.86,0.83,0.7,157.682,12.0036
K2-32 d,2,0,2016,31.71701,3.484,6.7,0.86,0.83,0.7,157.682,12.0036
K2-32 e,2,0,2019,4.34934,1.212,2.1,0.86,0.83,0.7,157.682,12.0036
K2-320 b,1,0,2020,1.995,2.62,7.37,0.3,0.12,5.66956591796875,108.74,16.3554
K2-321 b,1,0,2020,2.298,1.95,4.46,0.58,0.6,5.66956591796875,77.6888,12.8241
K2-322 b,1,0,2020,8.205,1.92,4.35,0.6,0.63,5.66956591796875,123.415,13.3108
K2-323 b,1,0,2020,24.93,2.1,5.06,0.55,0.48,5.66956591796875,118.318,14.0693
K2-324 b,1,0,2020,3.262,2.43,6.48,0.51,0.52,5.66956591796875,136.667,14.5172
K2-325 b,1,0,2020,6.93,2.2,5.48,0.3,0.27,5.66956591796875,111.638,16.137
K2-326 b,1,0,2020,1.256,2.28,5.82,0.69,0.51,5.66956591796875,282.308,15.0082
K2-329 b,1,0,2020,12.4551225,8.676,82.6358,0.82,0.9,1.9,233.237,12.4462
K2-33 b,1,0,2016,5.424865,5.04,1175.971,1.05,0.56,8.2,139.268,14.157
K2-330 b,1,0,2016,13.774798,2.77,8.1,1.5,1.23,5.66956591796875,160.125,9.51275
K2-331 b,1,0,2021,9.398977,1.79,3.86,1.06,1.1,5.66956591796875,211.43,11.1945
K2-331 c,1,0,2018,22.996591,2.72,7.85,1.06,1.1,5.66956591796875,211.43,11.1945
K2-332 b,1,0,2016,17.70632,2.2,5.48,0.28,0.27,5.66956591796875,123.202,16.4791
K2-333 b,1,0,2018,14.759287,6.18,31.6,1.22,1.06,5.66956591796875,343.99,11.9866
K2-334 b,1,0,2018,5.113981,5.65,27.2,1.49,1.36,5.66956591796875,371.823,11.3479
K2-335 b,1,0,2016,12.283211,2.21,5.52,1.33,1.23,5.66956591796875,557.993,12.4741
K2-336 b,1,0,2016,21.194733,1.22,1.98,0.8,0.86,5.66956591796875,239.289,12.5114
K2-337 b,1,0,2016,16.273563,2.62,7.37,1.32,0.94,5.66956591796875,421.636,12.2299
K2-338 b,1,0,2016,3.850614,1.03,1.08,0.63,0.66,5.66956591796875,156.951,13.0455
K2-339 b,1,0,2019,19.507428,1.92,4.35,0.72,0.74,5.66956591796875,360.36,14.3436
K2-34 b,1,0,2016,2.9956348,13.75,539.67534,1.42,1.16,6.31,348.646,11.4357
K2-340 b,1,0,2016,29.740451,3.36,11.2,1.13,0.93,5.66956591796875,738.136,14.1327
K2-341 b,1,0,2018,36.552551,3.21,10.4,1.16,0.98,5.66956591796875,421.408,12.5585
K2-342 b,1,0,2018,11.561052,2.03,4.78,1.09,1.01,5.66956591796875,208.357,11.0702
K2-343 b,1,0,2019,2.787174,1.65,3.36,0.46,0.49,5.66956591796875,166.169,15.1312
K2-343 c,1,0,2018,7.676972,2.02,4.74,0.46,0.49,5.66956591796875,166.169,15.1312
K2-344 b,1,0,2018,3.35585,1.59,3.15,0.49,0.51,5.66956591796875,75.1691,12.7423
K2-345 b,1,0,2016,10.367437,2.11,5.1,0.52,0.56,5.66956591796875,162.408,14.6951
K2-346 b,1,0,2016,26.201446,2.26,5.73,0.7,0.71,5.66956591796875,105.58,11.6828
K2-347 b,1,0,2016,7.187257,2.41,6.39,0.63,0.66,5.66956591796875,320.336,14.8131
K2-348 b,1,0,2018,4.688418,3.26,10.7,0.85,0.83,5.66956591796875,201.856,12.3271
K2-348 c,1,0,2018,12.550171,2.67,7.61,0.85,0.83,5.66956591796875,201.856,12.3271
K2-349 b,1,0,2016,9.032178,1.38,2.48,0.49,0.54,5.66956591796875,453.567,14.1826
K2-35 b,1,0,2016,2.399964,1.32,2.3,0.62,0.7,3.0,252.596,13.9152
K2-35 c,1,0,2016,5.608352,1.93,4.38,0.62,0.7,3.0,252.596,13.9152
K2-350 b,1,0,2021,4.163873,1.54,2.99,1.04,0.98,5.66956591796875,489.368,13.3115
K2-350 c,1,0,2016,19.991944,2.74,7.95,1.04,0.98,5.66956591796875,489.368,13.3115
K2-351 b,1,0,2016,7.806164,2.54,6.99,1.05,1.02,5.66956591796875,694.734,13.9854
K2-352 b,1,0,2021,3.665912,1.37,2.45,0.95,0.98,5.66956591796875,176.051,11.1147
K2-352 c,1,0,2018,8.234885,1.92,4.35,0.95,0.98,5.66956591796875,176.051,11.1147
K2-352 d,1,0,2018,14.871387,2.23,5.6,0.95,0.98,5.66956591796875,176.051,11.1147
K2-353 b,1,0,2021,15.466805,5.55,26.3,0.99,0.87,5.66956591796875,268.515,12.0988
K2-354 b,1,0,2016,3.793306,1.56,3.05,0.41,0.43,5.66956591796875,91.722,14.3753
K2-355 b,1,0,2021,5.7385647,2.25,5.69,0.92,0.96,5.66956591796875,500.497,13.5297
K2-356 b,1,0,2021,21.0267366,2.29,5.86,0.86,0.9,5.66956591796875,355.54,13.148
K2-357 b,1,0,2021,16.3488637,3.72,13.4,1.0,0.98,5.66956591796875,517.687,13.4792
K2-358 b,1,0,2021,11.2510285,2.68,7.65,0.91,0.93,5.66956591796875,480.307,13.5733
K2-36 b,1,0,2016,1.422614,1.43,4.3,0.72,0.79,2.0,109.749,11.527
K2-36 c,1,0,2016,5.340888,3.2,7.9,0.72,0.79,2.0,109.749,11.527
K2-365 b,1,0,2022,23.448172,2.906,8.78,1.05,0.82,5.66956591796875,187.222,11.5285
K2-366 b,1,0,2022,15.937039,2.359,6.16,0.94,0.83,5.66956591796875,185.947,12.1351
K2-367 b,1,0,2022,20.645099,2.413,6.41,0.62,0.76,5.66956591796875,176.965,13.3983
K2-368 b,1,0,2022,5.025598,1.332,2.34,0.66,0.75,5.66956591796875,206.608,13.2207
K2-368 c,1,0,2022,9.660186,1.361,2.42,0.66,0.75,5.66956591796875,206.608,13.2207
K2-368 d,1,0,2022,20.201085,1.948,4.45,0.66,0.75,5.66956591796875,206.608,13.2207
K2-369 b,1,0,2022,5.761612,1.313,2.28,0.88,0.73,5.66956591796875,185.55,11.3732
K2-37 b,1,0,2016,4.44117,1.61,3.22,0.85,0.9,2.0,179.943,12.2573
K2-37 c,1,0,2016,6.42904,2.75,8.0,0.85,0.9,2.0,179.943,12.2573
K2-37 d,1,0,2016,14.09189,2.73,7.9,0.85,0.9,2.0,179.943,12.2573
K2-370 b,1,0,2022,2.14084,3.207,10.4,0.97,0.98,5.66956591796875,144.202,10.8824
K2-371 b,1,0,2022,3.114905,13.024,8.75,0.74,0.96,5.66956591796875,442.813,14.3938
K2-372 b,1,0,2022,9.844077,2.945,8.98,0.92,0.85,5.66956591796875,463.88,13.4436
K2-373 b,1,0,2022,11.02066,2.061,4.9,1.49,1.16,5.66956591796875,229.567,10.4244
K2-374 b,1,0,2022,4.521953,1.593,3.16,0.91,0.73,5.66956591796875,359.439,12.6473
K2-374 c,1,0,2022,16.43445,2.213,5.53,0.91,0.73,5.66956591796875,359.439,12.6473
K2-375 b,1,0,2022,14.453895,2.243,5.66,1.54,1.12,5.66956591796875,696.1,12.9572
