pl_name,stars,moons,disc_year,orbital period,radius,mass,equilibrium temp,solar radius,solar mass,rotational velocity,distance,gaia magnitude
Kepler-508 b,1,0,2016,25.30889748,1.64,3.33,710,1.25,1.16,,324.618,11.6039
Kepler-509 b,1,0,2016,41.74600392,2.49,6.76,584,1.2,1.1,,332.443,11.7836
Kepler-51 b,1,0,2012,45.154,7.1,2.1,543,0.94,1.04,,783.831,14.6777
Kepler-51 c,1,0,2012,85.312,9,4,439,0.94,1.04,,783.831,14.6777
Kepler-51 d,1,0,2014,130.194,9.7,7.6,381,0.94,1.04,,783.831,14.6777
Kepler-510 b,1,0,2016,19.55659418,2.47,6.66,797,1.41,0.91,,386.177,11.9222
Kepler-511 b,1,0,2016,296.637865,6.35,33.1,332,1.2,1,,651.999,12.5832
Kepler-511 c,1,0,2021,26.62949944,4.21,16.5,742,1.42,0.96,,651.999,12.5832
Kepler-512 b,1,0,2016,34.43587975,2.69,7.7,652,1.3,1.17,,467.375,12.6135
Kepler-513 b,1,0,2016,28.86235584,2.2,5.48,623,1.06,1.02,,468.258,12.8822
Kepler-514 b,2,0,2016,5.65179605,1.72,3.61,1248,1.44,1.28,,455.336,12.1325
Kepler-515 b,2,0,2016,19.96371318,1.46,2.73,564,0.83,0.9,,255,
Kepler-516 b,1,0,2016,24.85462415,5.74,27.9,1095,2.02,1.62,,687.094,11.9642
Kepler-517 b,2,0,2016,60.92832271,2.67,7.61,467,0.98,0.95,,289.907,12.1297
Kepler-518 b,1,0,2016,8.51203588,2.11,5.1,839,0.88,0.96,,337.901,12.5097
Kepler-519 b,2,0,2016,24.3078946,2.1,5.06,532,0.8,0.89,,246.61,12.6181
Kepler-52 b,1,0,2012,7.8773565,2.1,135,553,0.52,0.54,,321.542,15.0589
Kepler-52 c,1,0,2012,16.3850021,1.84,45.4,433,0.52,0.54,,321.542,15.0589
Kepler-52 d,1,0,2014,36.445171,1.95,4.46,332,0.56,0.58,,321.542,15.0589
Kepler-520 b,1,0,2016,19.67416124,1.66,3.39,711,1.09,1.1,,623.901,12.7602
Kepler-520 c,1,0,2016,5.21104261,1.07,1.24,1107,1.09,1.1,,623.901,12.7602
Kepler-521 b,1,0,2016,22.20813214,3.18,10.2,803,1.46,1.34,,830.638,12.8908
Kepler-522 b,1,0,2016,38.58422849,6.91,38.2,761,1.98,1.54,,639.239,12.1457
Kepler-523 b,1,0,2016,5.83598311,1.96,4.5,884,0.86,0.93,,253.295,12.481
Kepler-524 b,1,0,2016,7.97419807,1.91,4.31,974,1.1,1.09,,1058.24,13.8868
Kepler-524 c,1,0,2016,1.88897906,0.96,0.84,1574,1.1,1.09,,1058.24,13.8868
Kepler-525 b,1,0,2016,18.68404933,2.63,7.41,832,1.15,0.95,,992.852,13.4906
Kepler-526 b,1,0,2016,5.45849832,1.99,4.62,1099,1.14,1.15,,666.146,13.0384
Kepler-527 b,1,0,2016,13.28535633,2.84,8.45,1157,1.45,1.28,,750.04,13.334
Kepler-528 b,1,0,2016,19.78297415,2.08,4.98,708,1.06,1.01,4.5,784.23,13.9033
Kepler-529 b,1,0,2016,1.98035766,1.86,4.12,1662,1.14,1.07,,799.008,13.7399
Kepler-529 c,1,0,2016,12.8345022,2,4.66,891,1.14,1.07,,799.008,13.7399
Kepler-529 d,1,0,2021,35.86619949,2.795,8.22,633,1.19,1.01,,799.008,13.7399
Kepler-53 b,1,0,2012,18.6489525,2.89,111,701,0.89,0.98,,1366.07,15.3877
Kepler-53 c,1,0,2012,38.5583038,3.17,36,550,0.89,0.98,,1366.07,15.3877
Kepler-53 d,1,0,2014,9.751962,2.12,5.14,870,0.96,0.98,,1366.07,15.3877
Kepler-530 b,2,0,2016,39.30941904,3.01,9.32,488,0.89,0.97,,457.709,13.3949
Kepler-531 b,1,0,2016,29.88485741,2.78,8.15,453,0.75,0.78,,252.762,13.2923
Kepler-532 b,1,0,2016,12.92491623,2.57,7.13,620,0.79,0.87,,312.798,13.5036
Kepler-533 b,1,0,2016,28.51120525,3.38,11.4,423,0.72,0.78,,302.955,13.9246
Kepler-534 b,1,0,2016,15.95994513,2.24,5.65,721,0.98,1.05,,570.659,13.231
Kepler-534 c,1,0,2021,7.37868977,1.227,2.02,933,0.97,1.07,,570.659,13.231
Kepler-535 b,1,0,2016,4.90332155,2.36,6.17,1247,1.27,1.18,,685.599,13.1197
Kepler-536 b,1,0,2016,1.8270823,3.1,9.8,1877,0.89,0.92,,462.322,13.7823
Kepler-537 b,1,0,2016,3.24755522,1.41,2.57,1181,0.99,1.07,,439.4,13.0657
Kepler-538 b,2,0,2016,81.73778,2.215,12.9,417,0.87,0.89,1.1,155.956,11.1647
Kepler-539 b,1,0,2016,125.63243,8.373,308.2951,388,0.95,1.05,4.4,307.318,12.379
Kepler-539 c,1,0,2016,1000,13.3,762.792,253,0.95,1.05,4.4,307.318,12.379
Kepler-54 b,1,0,2012,8.0109434,2.1,3.09,453,0.5,0.51,,271.701,15.8133
Kepler-54 c,1,0,2012,12.0717249,1.23,2.1,395,0.5,0.51,,271.701,15.8133
Kepler-54 d,1,0,2014,20.995694,1.53,2.96,328,0.55,0.52,,271.701,15.8133
Kepler-540 b,1,0,2016,172.7049784,2.71,7.8,355,1.08,1.02,,390.374,12.1868
Kepler-541 b,1,0,2016,5.08005848,3.36,11.2,1673,2.06,1.41,,1060.68,13.228
Kepler-542 b,1,0,2016,13.14497566,1.57,3.09,698,0.9,0.93,,436.016,13.4161
Kepler-543 b,1,0,2016,13.89961966,2.5,6.8,521,0.67,0.7,,221.802,13.3744
Kepler-544 b,1,0,2016,21.41616926,2.12,5.14,748,1.22,1.16,,963.18,13.5408
Kepler-545 b,1,0,2016,13.24934059,2.69,7.7,806,1.07,1.04,,818.001,14.105
Kepler-546 b,1,0,2016,4.14702026,7,39.1,1258,1.15,1.11,,1019.65,14.251
Kepler-547 b,1,0,2016,6.01038429,4,15.1,768,0.73,0.78,,378.972,14.207
Kepler-548 b,1,0,2016,4.45419434,11.99,,1017,0.9,0.93,,751.776,14.9844
Kepler-549 b,1,0,2016,42.9495649,2.57,11,487,0.84,0.88,5,635.145,14.6226
Kepler-549 c,1,0,2016,117.040498,2.93,8.91,349,0.84,0.88,5,635.145,14.6226
Kepler-549 d,1,0,2023,24.61480613,4.2,16.4,586,0.99,0.86,5,635.145,14.6226
Kepler-55 b,1,0,2012,27.9481449,2.43,43,400,0.58,0.62,,578.796,15.7813
Kepler-55 c,1,0,2012,42.1516418,2.21,69.8,349,0.58,0.62,,578.796,15.7813
Kepler-55 d,1,0,2014,2.211099,1.59,3.15,931,0.62,0.63,,578.796,15.7813
Kepler-55 e,1,0,2014,4.617534,1.55,3.02,728,0.62,0.63,,578.796,15.7813
Kepler-55 f,1,0,2014,10.198545,1.59,3.15,559,0.62,0.63,,578.796,15.7813
Kepler-550 b,1,0,2016,8.60010411,4.42,17.9,760,0.83,0.87,4.1,531.944,14.4716
Kepler-551 b,1,0,2016,12.3764661,2.73,7.9,483,0.63,0.65,,311.175,14.8603
Kepler-552 b,1,0,2016,5.26341577,3.95,14.8,1103,1.04,1.03,,843.689,14.2624
Kepler-553 b,1,0,2016,4.030467,4.741,116.00737,1089,0.9,0.89,,728.525,14.9567
Kepler-553 c,1,0,2016,328.24017,11.579,2129.45033,251,0.9,0.89,,728.525,14.9567
Kepler-554 b,1,0,2016,1.90220856,4.29,17,1346,0.92,0.93,,690.525,14.2961
Kepler-555 b,1,0,2016,16.21775407,2.83,8.4,664,1.04,1.03,,973.121,14.161
Kepler-556 b,1,0,2016,11.72292176,2.24,5.65,766,0.98,1,,674.598,14.1247
Kepler-557 b,1,0,2016,3.70598955,2.67,7.61,1281,1.16,1.11,,2097.12,14.6387
Kepler-558 b,1,0,2016,29.00790538,2.37,6.21,498,0.81,0.85,,661.876,14.9538
Kepler-559 b,1,0,2016,17.58752333,3.61,12.7,706,0.95,0.96,,776.708,14.7424
Kepler-56 b,1,0,2012,10.5016,6.51,22.1,1378,4.23,1.32,,912.994,12.4298
Kepler-56 c,1,0,2012,21.40239,9.8,181,1087,4.23,1.32,,912.994,12.4298
Kepler-56 d,1,0,2016,1002,12.8,1784,,4.22,1.67,,912.994,12.4298
Kepler-560 b,2,0,2016,18.47764449,1.72,3.61,298,0.33,0.34,,109.308,14.7511
Kepler-561 b,1,0,2016,58.3620495,6.96,38.7,446,0.94,0.96,,621.378,14.3316
Kepler-561 c,1,0,2016,5.35016198,2.68,7.65,989,0.94,0.96,,621.378,14.3316
Kepler-562 b,1,0,2016,18.00931444,5.21,23.7,658,0.9,0.93,,992.769,14.7427
Kepler-563 b,1,0,2016,22.18432708,3.09,9.75,546,0.77,0.8,,565.207,14.7389
Kepler-564 b,1,0,2016,3.75083228,4.63,19.4,1129,0.92,0.95,,863.037,14.7194
Kepler-565 b,1,0,2016,4.24374723,3.64,12.9,1063,0.95,0.98,,1041,
Kepler-566 b,1,0,2016,18.42794624,2.15,5.27,526,0.79,0.83,,564.277,14.9644
Kepler-567 b,1,0,2016,16.54297375,2.25,5.69,611,0.79,0.84,7.2,558.81,14.6694
Kepler-568 b,1,0,2016,11.02347475,2.26,5.73,429,0.53,0.55,,130.645,14.2513
Kepler-569 b,1,0,2016,34.18890521,3.16,10.1,526,0.93,0.95,,638.301,14.0822
Kepler-57 b,1,0,2012,5.72,3.135,25.06,850,0.83,0.86,,644.14,14.7738
Kepler-57 c,1,0,2012,11.6,2.196,6.86,671,0.83,0.86,,644.14,14.7738
Kepler-570 b,1,0,2016,4.301662,2.45,6.57,1009,0.9,0.93,,568.148,14.3288
Kepler-571 b,1,0,2016,4.79859939,2.64,7.46,978,0.9,0.93,,723.875,14.6536
Kepler-572 b,1,0,2016,17.20523483,2.58,7.18,553,0.79,0.83,,504.667,14.4853
Kepler-573 b,1,0,2016,22.18329658,2.79,8.2,646,1.02,0.99,,771.471,14.1359
Kepler-574 b,1,0,2016,7.65880414,2.39,6.3,858,0.91,0.95,,682.896,14.5392
Kepler-575 b,1,0,2016,9.37891944,2.39,6.3,803,0.95,0.97,,853.977,14.7124
Kepler-576 b,1,0,2016,29.91136794,3.27,10.7,541,0.97,0.99,,617.55,14.382
Kepler-577 b,1,0,2016,25.69578251,2.55,7.04,314,0.73,0.78,,524.247,14.9368
Kepler-578 b,1,0,2016,1.6168837,2,4.66,1774,0.83,0.87,,541.432,14.4107
Kepler-579 b,1,0,2016,9.66857723,2,4.66,730,0.96,0.99,,530.765,14.2462
Kepler-58 b,1,0,2012,10.2184954,2.78,35.5,920,1.03,0.95,,969.252,14.8663
Kepler-58 c,1,0,2012,15.5741568,2.86,53,799,1.03,0.95,,969.252,14.8663
Kepler-58 d,1,0,2014,40.101371,2.94,8.96,583,1.13,1.04,,969.252,14.8663
Kepler-58 e,1,0,2023,4.45814897,1.61,3.22,1212,1.08,1.02,,969.252,14.8663
Kepler-580 b,1,0,2016,8.22241966,2.57,7.13,558,0.64,0.67,,323.899,14.9505
Kepler-581 b,1,0,2016,40.6069821,2.63,7.41,521,1,1,,703.758,14.5302
Kepler-582 b,1,0,2016,18.49235668,3.68,13.1,603,0.91,0.93,,613.179,14.9129
Kepler-583 b,1,0,2016,6.5100253,2.28,5.82,1017,0.91,0.94,,867.271,14.7985
Kepler-584 b,1,0,2016,35.1810304,4.21,16.5,664,1.24,1.17,,1848.84,14.8141
Kepler-585 b,1,0,2016,2.75235975,2.83,8.4,1178,0.93,0.96,,585.187,14.0171
Kepler-586 b,1,0,2016,2.10472218,2.79,8.2,1365,0.92,0.94,,693.766,14.4125
Kepler-587 b,1,0,2016,10.94027841,2.23,5.6,764,0.89,0.92,,787.894,14.8658
Kepler-588 b,1,0,2016,4.22162536,2.63,7.41,1176,1,1.01,,1209.4,14.6813
Kepler-589 b,1,0,2016,16.54964934,2.27,5.77,656,0.83,0.88,3.9,612.803,14.6611
Kepler-589 c,1,0,2021,3.52466011,1.117,1.45,1098,0.92,0.83,3.9,612.803,14.6611
Kepler-59 b,1,0,2012,11.8681707,1.1,1.37,864,0.94,1.04,,1163.22,14.2786
Kepler-59 c,1,0,2012,17.9801235,1.98,4.58,752,0.94,1.04,,1163.22,14.2786
Kepler-590 b,1,0,2016,5.85296257,4.02,15.2,1056,1.15,1.1,,1421.81,14.4165
Kepler-591 b,1,0,2016,81.1694299,3.39,11.4,436,0.94,0.97,,785.137,14.4607
Kepler-592 b,1,0,2016,2.82019241,2.39,6.3,1367,1.04,1.04,,1153.13,14.6275
Kepler-593 b,1,0,2016,21.21708973,2.87,8.6,706,1.1,1.08,,973.76,14.4995
Kepler-594 b,1,0,2016,13.64618192,2.18,5.39,678,0.87,0.91,,769.2,14.7563
Kepler-595 b,1,0,2016,25.3029092,3.708,17.4,535,0.82,0.93,,643.009,14.7628
Kepler-595 c,1,0,2020,12.38602,1.009,3.3,679,0.82,0.93,,643.009,14.7628
Kepler-596 b,1,0,2016,21.30022655,3.46,11.8,725,1.32,1.21,,1023.85,14.0136
Kepler-597 b,1,0,2016,13.02365861,2.37,6.21,743,0.95,0.97,,663.418,14.0185
Kepler-598 b,1,0,2016,3.70175428,1.5,2.86,1050,0.86,0.87,,681.086,14.7207
Kepler-598 c,1,0,2020,86.4945,3.024,9.4,367,0.9,0.9,,681.086,14.7207
Kepler-599 b,1,0,2016,15.65562652,2.84,8.45,623,0.79,0.83,,558.517,14.9483
Kepler-6 b,1,0,2009,3.2346996,14.617,212.31044,1460,1.39,1.21,3,587.039,13.1714
Kepler-60 b,1,0,2012,7.1334,1.71,4.19,1102,1.26,1.04,,1025.1,13.9132
Kepler-60 c,1,0,2012,8.9187,1.9,3.85,1023,1.26,1.04,,1025.1,13.9132
Kepler-60 d,1,0,2012,11.8981,1.99,4.16,929,1.26,1.04,,1025.1,13.9132
Kepler-600 b,1,0,2016,23.67517607,2.9,8.75,528,0.81,0.84,,619.723,14.701
Kepler-601 b,1,0,2016,5.37886844,1.9,4.27,833,0.79,0.85,0.9,414.825,14.0013
Kepler-602 b,1,0,2016,15.28469497,2.09,5.02,852,1.13,1.08,,1159.31,14.4779
Kepler-603 b,1,0,2016,21.05358596,2.65,7.51,731,1.01,1.01,,1539.63,14.8159
Kepler-603 c,1,0,2016,127.9075774,6.5,34.5,401,1.01,1.01,,1539.63,14.8159
Kepler-603 d,1,0,2016,6.2171292,1.32,2.3,1098,1.01,1.01,,1539.63,14.8159
Kepler-604 b,1,0,2016,25.85501786,2.59,7.22,637,1.03,1.02,,1026.49,14.6798
Kepler-605 b,1,0,2016,3.38353807,1.44,2.67,1133,0.88,0.91,,556.58,14.1363
Kepler-605 c,1,0,2016,2.35895152,0.86,0.566,1278,0.88,0.91,,556.58,14.1363
Kepler-606 b,1,0,2016,24.31575992,3.31,11,683,1.22,1.13,,1215.11,14.6644
Kepler-607 b,1,0,2016,0.6381632,0.87,0.59,1874,0.8,0.84,,519.122,14.3746
Kepler-607 c,1,0,2021,39.67679977,2.76,8.05,473,0.89,0.81,,519.122,14.3746
Kepler-608 b,1,0,2016,6.41251504,3.64,12.9,1069,1.01,1,,946.683,14.657
Kepler-609 b,1,0,2016,6.52121067,3.35,11.2,932,1.14,1.09,,1065.82,14.8041
Kepler-61 b,1,0,2013,59.87756,2.15,5.27,273,0.62,0.64,,335.079,15.0426
Kepler-610 b,1,0,2016,6.99692655,4.19,16.3,888,1.13,1.1,,845.824,14.7698
Kepler-610 c,1,0,2016,151.86392,3.3,10.9,318,1.13,1.1,,845.824,14.7698
Kepler-611 b,1,0,2016,2.4370333,1.65,3.36,1513,1.01,1.01,,1395.56,14.5717
Kepler-612 b,1,0,2016,3.72215641,2.84,8.45,1046,0.96,0.98,,1445.53,14.9103
Kepler-613 b,1,0,2016,15.77979614,2.29,5.86,713,0.96,0.98,,861.494,14.5892
Kepler-614 b,1,0,2016,14.03491514,2.39,6.3,641,0.81,0.85,,527.995,14.5441
Kepler-615 b,1,0,2016,10.35584657,1.74,3.68,620,0.69,0.73,,330,14.3489
Kepler-616 b,1,0,2016,9.99761851,2.43,6.48,860,0.97,0.98,,945.775,14.9475
Kepler-616 c,1,0,2016,90.4113556,3.41,11.5,413,0.97,0.98,,945.775,14.9475
Kepler-616 d,1,0,2021,51.06740189,2.653,7.52,499,0.98,1.06,,945.775,14.9475
Kepler-617 b,1,0,2016,1.68269615,1.32,2.3,750,0.48,0.51,,173.354,14.8277
Kepler-618 b,1,0,2016,3.59576964,2.6,7.27,1296,1.08,1.05,,1221.96,14.8038
Kepler-619 b,1,0,2016,5.4042722,3.16,10.1,1073,1.11,1.09,,900.678,14.6704
Kepler-619 c,1,0,2016,1.20846503,1.69,3.5,1767,1.11,1.09,,900.678,14.6704
Kepler-619 d,1,0,2023,11.67894236,4.17,16.2,830,0.96,1.04,,900.678,14.6704
Kepler-62 b,1,0,2013,5.714932,1.31,9,750,0.64,0.69,0.4,300.874,13.7197
Kepler-62 c,1,0,2013,12.4417,0.54,4,578,0.64,0.69,0.4,300.874,13.7197
Kepler-62 d,1,0,2013,18.16406,1.95,14,510,0.64,0.69,0.4,300.874,13.7197
Kepler-62 e,1,0,2013,122.3874,1.61,36,270,0.64,0.69,0.4,300.874,13.7197
Kepler-62 f,1,0,2013,267.291,1.41,35,208,0.64,0.69,0.4,300.874,13.7197
Kepler-620 b,1,0,2016,12.91375431,3.32,11,849,1.22,1.15,,1355.28,14.6381
Kepler-621 b,1,0,2016,2.62811375,2.3,5.9,737,0.68,0.72,,389,14.8956
Kepler-622 b,1,0,2016,14.28226676,2.13,5.18,446,0.61,0.64,,284.761,14.6521
Kepler-623 b,1,0,2016,9.07097734,3.01,9.32,825,0.86,0.9,,737.702,14.9634
Kepler-624 b,1,0,2016,14.58649607,2.31,5.95,852,1.18,1.1,,748.188,13.4569
Kepler-625 b,1,0,2016,7.75192492,1.99,4.62,852,0.96,1.04,,760.708,13.2641
Kepler-625 c,1,0,2016,4.1653651,1.05,1.16,1048,0.96,1.04,,760.708,13.2641
Kepler-626 b,1,0,2016,14.48585199,2.29,5.86,784,1.05,1.01,,635.643,13.9435
Kepler-627 b,1,0,2016,40.6994443,3.73,13.4,685,1.49,1.3,,984.307,13.949
Kepler-629 b,1,0,2016,7.2385854,1.38,2.48,816,0.84,0.93,,372.05,13.358
Kepler-63 b,1,0,2013,9.4341505,6.11,120,791,0.9,0.98,5.6,194.033,11.5352
Kepler-630 b,1,0,2016,161.4743937,3.18,10.2,343,1.04,1.02,,839.784,13.8518
Kepler-631 b,1,0,2016,17.97979059,2.9,8.75,828,1.33,1.24,,761.966,13.493
Kepler-632 b,1,0,2016,30.99660733,2.21,5.52,500,0.84,0.91,,349,
Kepler-633 b,1,0,2016,8.50340718,1.63,3.29,1021,1.15,1.02,,680.54,
Kepler-633 c,1,0,2021,23.78319931,2.296,5.89,725,1.27,1,,680.54,
Kepler-634 b,1,0,2016,5.16950177,1.89,4.23,1309,1.24,1.03,,888.027,13.4921
Kepler-635 b,1,0,2016,23.44971004,2.64,7.46,802,1.51,1.33,,1141.08,13.2638
Kepler-636 b,2,0,2016,16.08066115,4.45,18.1,614,0.8,0.85,,310.301,
Kepler-637 b,1,0,2016,23.20584623,4.75,20.2,1002,2.56,1.64,,786.091,13.3288
Kepler-638 b,1,0,2016,6.07972888,1.83,4.01,1111,0.93,0.88,,991.214,13.5186
Kepler-639 b,1,0,2016,10.21420496,2.38,6.26,957,1.29,1.14,,850.242,13.2686
Kepler-640 b,1,0,2016,22.24813967,2.56,7.08,609,0.94,1.01,,557.787,13.687
Kepler-641 b,1,0,2016,9.48961571,1.85,4.08,926,1.13,1.02,,969.918,13.7625
Kepler-642 b,1,0,2016,4.41745855,2.9,8.75,1810,1.66,1.4,,781.582,13.2945
Kepler-643 b,1,0,2016,16.33889626,10.16,321.0083,963,2.52,1,,1063.58,13.7694
Kepler-644 b,1,0,2016,3.1739171,3.15,10.1,1655,1.81,1.49,,1318.05,13.9601
Kepler-645 b,1,0,2016,3.27582262,2.1,5.06,1730,1.21,1.13,,1173.57,14.0305
Kepler-646 b,1,0,2016,15.87364565,1.99,4.62,632,0.91,0.93,,451.794,13.7654
Kepler-647 b,1,0,2016,16.2254649,1.17,1.71,788,1.07,1.03,,1087.87,13.9345
Kepler-647 c,1,0,2020,29.6663,4.001,15.1,644,1.55,1.07,,1087.87,13.9345
Kepler-648 b,1,0,2016,17.4211749,3.22,10.5,674,0.98,1.05,,636.03,13.9145
Kepler-649 b,1,0,2016,29.90722674,2.26,5.73,564,0.94,0.97,,513.748,13.3936
Kepler-65 b,1,0,2012,2.15491,1.42,2.4,1740,1.41,1.25,10.4,303.728,10.9656
Kepler-65 c,1,0,2012,5.859944,2.58,5.4,1246,1.41,1.25,10.4,303.728,10.9656
Kepler-65 d,1,0,2012,8.13123,1.52,4.14,1117,1.41,1.25,10.4,303.728,10.9656
Kepler-65 e,1,0,2019,258.8,13.9,260,,1.44,1.25,10.4,303.728,10.9656
Kepler-650 b,1,0,2016,3.03214559,2.96,9.06,1507,1.35,1.08,,884.378,14.1242
Kepler-651 b,1,0,2016,21.38521506,2.37,6.21,574,0.87,0.92,,509.408,13.9621
Kepler-652 b,1,0,2016,4.18200253,2.49,6.76,974,0.88,0.97,,394.55,13.4353
Kepler-653 b,1,0,2016,14.70748976,1.95,4.46,819,1.19,1.02,,595.634,13.3461
Kepler-653 c,1,0,2016,0.90037648,0.78,0.399,2078,1.19,1.02,,595.634,13.3461
Kepler-654 b,1,0,2016,13.72465129,2.07,4.94,831,1.11,1.04,,974.124,13.6614
Kepler-655 b,1,0,2016,46.4063358,2.71,7.8,588,1.24,1.15,,752.562,13.4641
Kepler-656 b,1,0,2016,1.26025909,3.12,9.91,1569,0.82,0.86,,890.352,15.337
Kepler-656 c,1,0,2023,5.25449393,1.41,2.57,975,0.95,1.05,,890.352,15.337
Kepler-657 b,1,0,2016,24.54350418,3.52,12.2,616,1.01,1.01,,1691.88,15.319
Kepler-658 b,1,0,2016,1.28707676,1.63,3.29,871,0.6,0.63,,388.384,15.491
Kepler-659 b,1,0,2016,17.671796,2.5,6.8,513,0.74,0.79,,722.64,15.5655
Kepler-66 b,1,0,2013,17.815815,2.8,8.25,699,0.97,1.04,,1202.96,15.1474
Kepler-660 b,1,0,2016,9.27358194,2.57,7.13,649,0.71,0.75,,568.431,15.2644
Kepler-661 b,1,0,2016,6.02930132,3.07,9.64,678,0.67,0.7,,534.788,15.8003
Kepler-662 b,1,0,2016,21.67697486,2.18,5.39,530,0.74,0.79,,815.637,15.3741
Kepler-663 b,1,0,2016,4.99678284,2.6,7.27,917,0.82,0.86,,1063.09,15.8686
Kepler-664 b,1,0,2016,2.52559332,2.66,7.56,1406,1.02,1.01,,1210.12,15.499
Kepler-665 b,1,0,2016,16.01310205,2.6,7.27,593,0.74,0.79,,612.838,15.4019
Kepler-666 b,1,0,2016,4.49876092,2.4,6.35,1133,1.05,1.03,,1508.71,15.3405
Kepler-667 b,1,0,2016,41.43962808,4.73,20.1,516,0.87,0.91,,2302.45,15.3616
Kepler-668 b,1,0,2016,8.35390639,2.7,7.75,790,0.82,0.87,,784.618,15.2931
Kepler-669 b,1,0,2016,4.12554687,4.83,20.8,1243,1.2,1.15,,2063.41,15.4817
Kepler-67 b,1,0,2013,15.7259,2.94,8.96,602,0.78,0.86,,1131.19,16.1723
Kepler-670 b,1,0,2016,2.81650485,13.18,,1219,0.99,0.99,,939.744,15.0268
Kepler-671 b,1,0,2016,4.28095859,2.69,7.7,1012,0.95,0.97,,1168.26,15.3578
Kepler-672 b,1,0,2016,38.3774623,2.5,6.8,529,0.92,0.95,,1033.93,15.1312
Kepler-673 b,1,0,2016,3.72873109,6.54,34.8,1023,0.84,0.88,,918.21,15.5056
Kepler-674 b,1,0,2016,2.24338185,1.69,3.5,822,0.57,0.6,,342.254,15.1272
Kepler-675 b,1,0,2016,2.33743801,2.44,6.53,1070,0.75,0.79,,665.68,15.3356
Kepler-676 b,1,0,2016,11.59822172,3.04,9.48,396,0.49,0.51,,295.196,15.8791
Kepler-677 b,1,0,2016,6.57531678,5.38,25,1015,0.99,1,,1954.08,15.297
Kepler-678 b,1,0,2016,7.27503724,5.14,23.1,833,0.91,0.94,,1826.15,15.0614
Kepler-679 b,1,0,2016,12.39358604,3.01,9.32,677,0.84,0.87,,922.244,15.5291
Kepler-68 b,2,0,2013,5.39875259,2.357,8.03,1275,1.26,1.06,0.5,144.166,9.93355
Kepler-68 c,2,0,2013,9.605027,0.979,1.3,1052,1.26,1.06,0.5,144.166,9.93355
Kepler-68 d,2,0,2013,632.62,13.9,267,,1.26,1.06,0.5,144.166,9.93355
Kepler-68 e,2,0,2023,3455,11.2,86.44933,,1.26,1.06,0.5,144.166,9.93355
Kepler-680 b,1,0,2016,3.68992629,2.42,6.44,1147,1.11,1.08,,1492.48,15.2152
Kepler-681 b,1,0,2016,26.39435646,3.08,9.69,489,0.76,0.8,,686.923,15.2271
Kepler-682 b,1,0,2016,12.61190667,7.37,42.6,753,0.89,0.92,,1979.25,15.1172
Kepler-683 b,1,0,2016,2.53918318,1.97,4.54,1332,0.95,0.96,,1023.07,15.0008
Kepler-684 b,1,0,2016,6.77030201,3.36,11.2,812,0.86,0.89,,1731.27,15.5793
Kepler-685 b,1,0,2016,1.6255222,10.58,78.8,1579,1.16,1.11,,938.715,15.0191
Kepler-686 b,1,0,2016,1.59474546,12.15,,1539,0.92,0.94,,1490.94,15.5242
Kepler-687 b,1,0,2016,20.50586978,3.52,12.2,518,0.73,0.77,,633.66,15.3943
Kepler-688 b,1,0,2016,3.89593684,9.76,68.7,1005,0.96,0.98,,1357.75,15.7323
Kepler-689 b,1,0,2016,22.36656079,2.89,8.7,536,0.88,0.91,,1131.73,15.592
Kepler-69 b,1,0,2013,13.722341,2.24,5.65,779,0.93,0.81,,730.625,13.712
Kepler-69 c,1,0,2013,242.4613,1.71,3.57,299,0.93,0.81,,730.625,13.712
Kepler-690 b,1,0,2016,7.74809437,5.95,29.6,964,1.16,1.11,,1665.31,15.6723
Kepler-691 b,1,0,2016,8.114379,2.09,5.02,460,0.5,0.53,,279.115,15.8385
Kepler-692 b,1,0,2016,21.81293494,3.11,9.85,639,0.86,0.9,,991.336,15.5495
Kepler-693 b,2,0,2016,15.37563332,10.18,73.8,600,0.72,0.76,,1151.51,16.414
Kepler-694 b,1,0,2016,6.36584161,2.8,8.25,914,0.95,0.97,,1023.06,15.0857
Kepler-695 b,1,0,2016,3.04033042,9.21,62.3,1021,0.8,0.84,,842.947,15.1132
Kepler-696 b,1,0,2016,4.19042557,6.14,31.3,1234,1.08,1.06,,1416.44,15.2389
Kepler-697 b,1,0,2016,3.70987065,4.13,16,1151,0.88,0.92,,1277.33,15.5462
Kepler-698 b,1,0,2016,16.32976218,3.68,13.1,727,0.91,0.94,,1995.57,15.432
Kepler-7 b,1,0,2009,4.8854892,18.181,140.16303,1630,1.97,1.36,4.2,922.562,12.8649
Kepler-700 b,1,0,2016,80.8720639,5.99,30,452,0.96,0.98,,1491.76,15.1916
Kepler-701 b,1,0,2016,10.35533177,2.84,8.45,777,0.84,0.88,,774.152,14.9683
Kepler-702 b,1,0,2016,10.52629406,9.17,61.8,713,0.86,0.9,,992.071,15.3098
Kepler-703 b,1,0,2016,4.58352176,8.2,51.1,1038,1.27,1.18,,1156.83,15.2533
Kepler-704 b,1,0,2016,3.76182115,2.61,7.32,1121,0.96,0.97,,1228.83,15.2487
Kepler-705 b,1,0,2016,56.0560538,2.11,5.1,265,0.51,0.53,,276.881,15.8521
Kepler-707 b,1,0,2016,2.23749275,1.33,2.33,1160,0.76,0.8,,591.776,14.9969
Kepler-708 b,1,0,2016,3.16789194,2.93,8.91,1221,0.96,0.97,,1394.22,15.5076
