pl_name,stars,moons,disc_year,orbital period,radius,mass,equilibrium temp,solar radius,solar mass,rotational velocity,distance,gaia magnitude
HD 99283 b,1,0,2021,310.4,13.8,308.29355,,11.21,1.76,1.87,111.093,5.46403
HD 99492 b,2,0,2004,17.0503,5.44,25.5,,0.82,0.85,0.41,18.2038,7.26005
HD 99492 c,2,0,2023,95.233,4.42,17.9,,0.82,0.85,0.41,18.2038,7.26005
HD 99706 b,1,0,2011,841,13.7,390.9309,,5.52,1.46,0.89,146.6,7.37747
HD 99706 c,1,0,2018,1278,12.8,1808.4527,,5.4,1.72,0.89,146.6,7.37747
HIP 105854 b,1,0,2014,184.2,12.6,2606.1,,10.31,2.1,,78.6381,5.28614
HIP 107772 b,1,0,2020,55.199,3.64,12.9,,0.51,0.63,,23.6434,9.93207
HIP 107773 b,1,0,2015,144.3,13.4,629.3034,,11.6,2.42,2,105.18,5.36073
HIP 109384 b,1,0,2016,499.48,13.5,495.8148,,0.83,0.78,2.7,58.9582,9.387981
HIP 109600 b,2,0,2016,232.08,13.2,851.7844,,0.97,0.87,2.7,66.3361,9.003861
HIP 113103 b,1,0,2023,7.610303,1.829,4,721,0.74,0.76,3,46.2122,9.61752
HIP 113103 c,1,0,2023,14.245648,2.4,6.35,585,0.74,0.76,3,46.2122,9.61752
HIP 114933 b,1,0,2021,1481.6,13.4,616.58711,,5.27,1.39,3.3,101.766,6.97658
HIP 116454 b,2,0,2014,9.0949,2.53,10.1,745,0.72,0.76,2,62.4491,9.93208
HIP 12961 b,1,0,2010,57.435,13.2,114.4188,,0.65,0.69,,23.371,9.59893
HIP 14810 b,1,0,2005,6.673892,13,1239.537,,1.07,1.01,0.54,50.48,8.33307
HIP 14810 c,1,0,2006,147.747,13.6,416.3573,,1.07,1.01,0.54,50.48,8.33307
HIP 14810 d,1,0,2009,981.8,14.1,187.5197,,1.07,1.01,0.54,50.48,8.33307
HIP 19976 b,1,0,2022,50.65905,4.94,21.61233,,0.77,0.67,,40.2707,9.88841
HIP 21152 b,2,0,2022,22000,12,7627.88177,1300,1.59,1.4,45.6,43.4073,6.25568
HIP 29442 c,1,0,2023,3.53796,1.58,4.5,1217,0.98,0.89,1.94,68.192,9.27468
HIP 29442 d,1,0,2023,6.42975,1.37,5.1,998,0.98,0.89,1.94,68.192,9.27468
HIP 34222 b,1,0,2021,159.986,13.9,263.79758,,0.62,0.62,,22.8386,9.57701
HIP 35173 b,1,0,2019,41.516,3.61,12.7,,0.77,0.79,,33.1562,8.70829
HIP 35965 b,1,0,2022,26125.56497,12.6,2589.98369,,0.7,0.78,,50.1677,9.88264
HIP 38594 b,2,0,2020,60.722,2.77,8.1,,0.63,0.61,,17.7886,9.08528
HIP 38594 c,2,0,2020,3477.768,7.94,48.4,,0.63,0.61,,17.7886,9.08528
HIP 39017 b,1,0,2024,31000,12,7500.75041,,1.52,1.52,,66.3217,6.90458
HIP 41378 b,1,0,2016,15.572098,2.443,6.54,912,1.34,1.17,7.13,106.289,8.80998
HIP 41378 c,1,0,2016,31.70648,2.56,7.08,697,1.34,1.17,7.13,106.289,8.80998
HIP 41378 d,1,0,2016,1114,3.96,14.9,,1.34,1.17,7.13,106.289,8.80998
HIP 41378 e,1,0,2016,131,5.51,26,,1.34,1.17,7.13,106.289,8.80998
HIP 41378 f,1,0,2016,1084,10.2,74,,1.34,1.17,7.13,106.289,8.80998
HIP 4845 b,1,0,2020,34.15,3.89,14.4,,0.6,0.62,,21.0974,9.37826
HIP 48714 b,1,0,2020,17.818,5.11,22.9,,0.6,0.58,,10.5298,8.22861
HIP 5158 b,1,0,2009,345.72,13.6,451,,0.75,0.78,,51.6026,9.80235
HIP 5158 c,1,0,2011,9017.76,12.2,4780.1632,,0.75,0.78,,51.6026,9.80235
HIP 54373 b,1,0,2019,7.76,2.87,8.62,,0.56,0.57,,18.7168,9.64076
HIP 54373 c,1,0,2019,15.144,3.57,12.44,,0.56,0.57,,18.7168,9.64076
HIP 54597 b,1,0,2023,3274,13.3,762.78818,,0.66,0.8,0.5,39.7429,9.4828
HIP 55507 b,1,0,2022,5138.43727,12.6,2585.53409,,0.72,0.65,,25.4893,9.26803
HIP 56640 b,1,0,2021,2675.57603,12.7,2151.69832,,4.93,1.75,3.1,122.324,7.64993
HIP 57274 b,1,0,2011,8.1352,2.4,6.3566,,0.78,0.29,0.5,25.8618,8.57069
HIP 57274 c,1,0,2011,32.03,14.2,130,,0.68,0.73,0.5,25.8618,8.57069
HIP 57274 d,1,0,2011,431.7,14.2,167.4,,0.68,0.73,0.5,25.8618,8.57069
HIP 5763 b,1,0,2021,30.014,14.2,162.09249,,0.75,0.72,,31.9043,9.39022
HIP 63242 b,1,0,2013,124.6,12.5,2917.56,,10.28,1.54,3.7,156.456,6.56453
HIP 65 A b,2,0,2020,0.9809734,22.754,1021.18779,1411,0.72,0.78,2.5,61.7856,10.5895
HIP 65407 b,1,0,2016,28.125,14.3,136.03124,,0.95,0.93,2.8,61.7804,9.15101
HIP 65407 c,1,0,2016,67.3,13.9,249.17872,,0.95,0.93,2.8,61.7804,9.15101
HIP 65426 b,1,0,2017,,16.814,2860.47,1500,1.77,1.96,299,108.875,6.98273
HIP 65891 b,1,0,2015,1079.55726,12.8,1871.37366,,8.93,2.49,2.5,150.292,6.48224
HIP 66074 b,1,0,2023,310.9,12.9,1589.14204,,0.69,0.71,1.8,35.4438,9.74727
HIP 67522 b,1,0,2020,6.959503,10.07,72.4,1174,1.38,1.22,54.2,127.28,9.63261
HIP 67537 b,1,0,2017,2523.64713,12.3,4309.11754,,8.69,2.32,2.3,116.046,6.17087
HIP 67851 b,1,0,2015,88.87622,13.5,498.35494,,5.87,1.9,1.8,64.1181,5.89329
HIP 67851 c,1,0,2015,3923.6609,12.7,2204.77566,,5.87,1.9,1.8,64.1181,5.89329
HIP 70849 b,2,0,2009,3649,12.9,1430.22783,,0.63,0.65,0.3,24.0572,9.69796
HIP 71135 b,1,0,2019,87.19,4.55,18.8,,0.68,0.66,,32.3311,9.95835
HIP 74890 b,1,0,2016,822.3,13.3,762.792,,5.77,1.74,2.2,78.6562,6.75234
HIP 75092 b,1,0,2021,926.4,13.5,568.91285,,4.53,1.28,3.1,81.6696,6.82953
HIP 77900 b,1,0,2024,,12.1,6674.39655,2507,,,,150.862,6.11944
HIP 78530 b,1,0,2010,,12,7300,2700,2.11,2.5,144.74,136.759,7.14665
HIP 79098 AB b,2,0,2019,,12.1,6515.515,2450,,3.75,,145.798,5.83871
HIP 79431 b,1,0,2009,111.7,13.4,667.415,,0.48,0.49,,14.5324,10.2351
HIP 81208 C b,3,0,2023,104100,12.3,4703.86042,2050,,0.14,,147.533,
HIP 8152 b,1,0,2023,10.751014,2.536,8.9,795,0.96,0.94,,101.694,9.90726
HIP 8152 c,1,0,2023,19.60562,2.524,10.7,651,0.96,0.94,,101.694,9.90726
HIP 8541 b,2,0,2016,1852.14387,12.6,2451.72833,,7.83,2.01,1.3,155.121,7.56075
HIP 86221 b,1,0,2021,2.224,14,225.65817,,,0.79,,29.4898,
HIP 90988 b,1,0,2021,455.73816,13.4,668.07531,,3.94,1.61,3.5,94.0349,7.46648
HIP 91258 b,1,0,2013,5.0505,13.7,346.4347,,0.89,0.97,3.5,45.8846,8.45032
HIP 94235 b,2,0,2022,7.713057,3,379,1060,1.08,1.09,24.4,58.5146,8.16034
HIP 948 b,1,0,2022,24955.45756,12.1,6547.26518,,0.69,0.71,,34.8523,9.55771
HIP 9618 b,1,0,2023,20.772858,3.828,8.3,641,0.96,0.94,,67.5478,9.02543
HIP 9618 c,1,0,2023,52.56363,3.429,7,470,0.96,0.94,,67.5478,9.02543
HIP 97166 b,1,0,2021,10.288914,2.48,19.1,702,0.84,0.93,,65.9501,9.68443
HIP 97166 c,1,0,2021,16.432,2.75,8,642,0.84,0.93,,65.9501,9.68443
HIP 97233 b,1,0,2014,1062.26506,12.1,6098.17365,,5.34,1.81,2.2,102.275,7.07025
HIP 99770 b,1,0,2023,18600,12.2,5117.03735,,1.94,1.85,65,40.0765,4.9147
HN Lib b,1,0,2023,36.116,2.2,5.46,234,0.3,0.29,2,6.24442,9.87882
HN Peg b,1,0,2006,,11.777,6991.57,,1.01,1.08,10,18.1186,5.82363
HR 2562 b,1,0,2016,,12.442,9534.9,1200,1.47,1.3,43.51,34.0071,5.99741
HR 5183 b,2,0,2019,27000,13.1,1052.01203,171,1.53,1.07,3,31.4607,6.17464
HR 810 b,1,0,1999,302.79999,13.3,721.4741,,1.13,1.34,6.5,17.3181,5.25587
HR 858 b,2,0,2019,3.58599,2.085,5,1572,1.31,1.15,8.3,31.964,6.25276
HR 858 c,2,0,2019,5.97293,1.939,4.42,1326,1.31,1.15,8.3,31.964,6.25276
HR 858 d,2,0,2019,11.23,2.164,5.32,1075,1.31,1.15,8.3,31.964,6.25276
HR 8799 b,1,0,2008,170000,13,2000,1200,1.49,1.5,34.79,41.2441,5.90914
HR 8799 c,1,0,2008,69000,13,3000,1200,1.49,1.5,34.79,41.2441,5.90914
HR 8799 d,1,0,2008,37000,13,3000,1300,1.49,1.5,34.79,41.2441,5.90914
HR 8799 e,1,0,2010,20815.6,13.115,3178.3,1150,1.49,1.51,34.79,41.2441,5.90914
HS Psc b,1,0,2024,3.986,13.6,464.02947,,0.65,0.69,29.7,37.6604,10.2865
HU Aqr AB b,2,0,2011,2390,12.8,1875.197,,,0.88,,192.1980787,16.4718
HU Aqr AB c,2,0,2011,4368,12.9,1430.235,,,0.88,,192.1980787,16.4718
IC 4651 9122 b,1,0,2018,734,12.7,2002.329,,10.27,2.1,,859.324,10.5336
ITG 15 b,2,0,2024,,12.1,6674.39655,2601,,,,136.37,14.9979
K2-10 b,1,0,2015,19.3044,3.84,27,703,0.98,0.92,3,272.36,12.2156
K2-100 b,1,0,2016,1.6739035,3.88,21.8,1841,1.24,1.15,14,188.959,10.4053
K2-101 b,1,0,2016,14.6762429,2,4.66,618,0.76,0.82,3.9,188.33,12.6619
K2-102 b,1,0,2016,9.915615,1.3,2.24,,0.71,0.77,3,188.175,12.8466
K2-104 b,1,0,2016,1.9741954,1.79,3.86,798,0.48,0.51,2.6,189.289,15.3955
K2-105 b,1,0,2017,8.2669928,3.59,30,928,0.97,1.05,1.76,197.989,11.7124
K2-107 b,1,0,2017,3.313959,15.98,266.9772,1649,1.81,1.3,4.6,685.2,12.7669
K2-108 b,1,0,2017,4.733999,5.33,59.4,1360,1.76,1.17,2,477.295,12.1704
K2-11 b,1,0,2015,39.93767,7.55,44.4,734,5.15,1.35,,329.309,13.1501
K2-110 b,1,0,2017,13.86375,2.592,15.9,638,0.71,0.74,,116.474,11.6627
K2-111 b,1,0,2017,5.3518,1.82,5.58,1309,1.25,0.84,1.1,200.394,10.9294
K2-111 c,1,0,2020,15.6805,3.33,11.08,,1.25,0.84,1.1,200.394,10.9294
K2-113 b,1,0,2017,5.817685,12.14,410.0007,1098,1.24,1.04,2.06,635.722,13.5039
K2-114 b,1,0,2017,11.3909311,10.447,638.8351,701,0.82,0.86,,475.758,14.2751
K2-115 b,1,0,2017,20.272615,12.06,266.9772,619,0.88,0.95,,413.591,13.2
K2-116 b,1,0,2017,4.655411,0.69,0.257,,0.67,0.69,,49.3855,10.3281
K2-117 b,1,0,2017,1.2916,2.03,4.78,868,0.51,0.54,,101.632,13.8012
K2-117 c,1,0,2017,5.444017,2.06,4.9,537,0.51,0.54,,101.632,13.8012
K2-118 b,1,0,2017,50.92092,2.54,6.99,,0.73,0.76,,321.722,13.7484
K2-119 b,1,0,2017,7.727283,2.53,6.94,666,0.71,0.76,,365.581,14.5103
K2-12 b,1,0,2015,8.28246,2.44,5.2,1026,1.12,0.97,,326.381,12.0884
K2-120 b,1,0,2017,9.562742,2.01,4.7,,0.67,0.69,,289.543874,13.9329138
K2-121 b,1,0,2017,5.1857539,7.52,44.1,738,0.67,0.69,,169.398,12.9247
K2-122 b,2,0,2017,2.2193023,1.16,1.65,769,0.59,0.63,,72.0444,12.3708
K2-123 b,1,0,2017,30.951524,2.76,8.05,338,0.59,0.62,,161.555,14.0916
K2-124 b,1,0,2017,6.413651,2.9,8.75,442,0.39,0.39,,140.385,15.4618
K2-125 b,1,0,2017,21.750264,2.18,5.39,,0.4,0.49,,124.156,15.1508
K2-126 b,1,0,2017,7.385655,1.97,4.54,601,0.65,0.69,,102.953,12.4013
K2-127 b,1,0,2017,3.588163,8.37,52.9,809,0.66,0.72,,709.999,14.7871
K2-128 b,1,0,2017,5.675819,1.42,2.6,,0.78,0.71,,114.637,12.2204
K2-129 b,1,0,2017,8.239493,1.04,1.12,,0.36,0.36,,27.7957,12.4624
K2-13 b,1,0,2015,39.91488,1.89,4.23,511,0.78,0.8,,342.394,12.739
K2-130 b,1,0,2017,2.49412,1.25,2.1,,0.74,0.7,,118.011,12.3253
K2-131 b,1,0,2017,0.3693038,1.69,7.9,2223,0.76,0.8,4.3,152.509,11.8999
K2-132 b,1,0,2017,9.1751,14.572,155.7367,1586,3.85,1.08,3.36,609.818,11.64
K2-133 b,1,0,2017,3.07133,1.34,2.36,,0.46,0.46,,75.1703,13.3245
K2-133 c,1,0,2017,4.86784,1.603,3.2,,0.46,0.46,,75.1703,13.3245
K2-133 d,1,0,2017,11.02454,2.003,4.67,734,0.46,0.46,,75.1703,13.3245
K2-133 e,1,0,2019,26.5841,1.73,3.64,296,0.46,0.46,,75.1703,13.3245
K2-136 b,2,0,2017,7.9752,1.014,4.3,610,0.68,0.74,2,59.2474,10.8545
K2-136 c,2,0,2017,17.30713,3,18.1,470,0.68,0.74,2,59.2474,10.8545
K2-136 d,2,0,2017,25.575,1.565,3,420,0.68,0.74,2,59.2474,10.8545
K2-137 b,1,0,2017,0.179719,0.64,158.915,1471,0.29,0.46,,98.8765,14.4345
K2-138 b,1,0,2017,2.35309,1.51,3.1,1157,0.86,0.94,2.7,202.585,12.0252
K2-138 c,1,0,2017,3.56004,2.299,6.31,1012,0.86,0.94,2.7,202.585,12.0252
K2-138 d,1,0,2017,5.40479,2.39,7.92,888,0.86,0.94,2.7,202.585,12.0252
K2-138 e,1,0,2017,8.26146,3.39,12.97,757,0.86,0.94,2.7,202.585,12.0252
K2-138 f,1,0,2017,12.75758,2.904,1.63,653,0.86,0.94,2.7,202.585,12.0252
K2-138 g,1,0,2021,41.96797,3.013,4.32,445,0.86,0.94,2.7,202.585,12.0252
K2-139 b,1,0,2017,28.380619,9.11,123.00021,524,0.88,0.96,2.8,153.856,11.4626
K2-14 b,1,0,2015,8.36802,4.81,20.7,488,0.45,0.47,,364.048,15.5348
K2-140 b,1,0,2017,6.569188,13.563,295.58042,962,1.06,0.96,3.6,347.917,12.4814
K2-141 b,1,0,2018,0.2803244,1.51,4.97,2103,0.68,0.71,3,61.8736,10.7217
K2-141 c,1,0,2018,7.7485,7,8,695,0.68,0.71,3,61.8736,10.7217
K2-146 b,1,0,2018,2.6446,2.05,5.77,534,0.33,0.33,2,79.3002,14.9834
K2-146 c,1,0,2019,4.00498,2.19,7.49,,0.33,0.33,2,79.3002,14.9834
K2-147 b,1,0,2018,0.961918,0.73,0.315,,0.31,0.58,,90.5494,13.1913
K2-148 b,2,0,2018,4.38395,1.33,2.33,,0.63,0.65,,124.458,13.0599
K2-148 c,2,0,2018,6.9226,1.73,3.64,,0.63,0.65,,124.458,13.0599
K2-148 d,2,0,2018,9.7579,1.64,3.33,,0.63,0.65,,124.458,13.0599
K2-149 b,1,0,2018,11.332,1.64,3.33,,0.57,0.59,,123.676,13.7795
K2-15 b,1,0,2015,11.8104,2.48,6.71,676,0.68,0.72,,493.992,14.4237
K2-150 b,1,0,2018,10.59357,2,4.66,,0.44,0.46,,102.483,14.815
K2-151 b,2,0,2018,3.835476,1.49,2.83,566,0.45,0.47,,69.4798,13.3119
K2-152 b,1,0,2018,32.6479,2.29,5.86,337,0.61,0.63,,108.449,13.0383
K2-153 b,1,0,2018,7.51574,2,4.66,497,0.53,0.55,,143.125,14.2706
K2-154 b,1,0,2018,3.67626,1.99,4.62,715,0.63,0.65,,129.356,13.3173
K2-154 c,1,0,2018,7.95486,2.07,4.94,552,0.63,0.65,,129.356,13.3173
K2-155 b,1,0,2018,6.342,1.8,3.89,708,0.58,0.65,,72.7998,12.2528
K2-155 c,1,0,2018,13.85,2.6,7.27,583,0.58,0.65,,72.7998,12.2528
K2-155 d,1,0,2018,40.718,1.9,4.27,381,0.58,0.65,,72.7998,12.2528
K2-156 b,1,0,2018,0.813143,1.1,1.37,1347,0.62,0.66,1.8,150.21,12.9484
K2-157 b,1,0,2018,0.365261,1,0.972,,0.88,0.94,,298.373,12.6419
K2-158 b,1,0,2018,10.06049,2.64,7.46,794,0.95,0.92,,197.299,11.6134
K2-158 c,1,0,2018,5.90279,1.28,2.18,948,0.95,0.92,,197.299,11.6134
K2-159 b,1,0,2018,12.42205,2.26,5.73,684,0.83,0.9,,170.998,11.6397
K2-16 b,1,0,2015,7.6188,2.02,4.74,658,0.66,0.68,2,334.967,14.3234
K2-16 c,1,0,2015,19.07863,2.54,6.99,485,0.66,0.68,2,334.967,14.3234
K2-160 b,1,0,2018,3.705871,3.178,10.2,,0.91,0.98,,315.363,12.542
K2-161 b,1,0,2018,9.283188,6.117,31.1,,2.57,0.99,,916.319,12.3574
K2-162 b,1,0,2018,9.45889,1.44,2.67,631,0.69,0.75,,124.433,11.9662
K2-163 b,1,0,2018,6.673117,2.466,6.65,,0.76,0.83,,208.529,12.8062
K2-164 b,1,0,2018,17.355066,3.249,10.6,,2.2,1.18,,375.67,11.0942
K2-165 b,1,0,2018,2.354992,1.274,2.17,,0.8,0.83,,134.591,11.3272
K2-165 c,1,0,2018,4.382745,1.554,3.03,,0.8,0.83,,134.591,11.3272
K2-165 d,1,0,2018,14.101361,2.648,7.5,629,0.8,0.83,,134.591,11.3272
K2-166 b,1,0,2018,8.52695,2.19,5.43,1140,1.61,1.16,,476.882,11.9456
K2-167 b,1,0,2018,9.97748,2.3,6.5,1174,1.49,1.01,,80.8994,8.103581
K2-168 b,1,0,2018,15.8523,1.86,4.12,766,0.83,0.88,,243.935,12.0976
K2-169 b,1,0,2018,6.380803,1.273,2.16,,0.92,0.99,,235.867,12.0063
K2-17 b,1,0,2015,17.96753,2.23,5.6,487,0.66,0.71,,125.106,13.0023
K2-170 b,1,0,2018,7.576544,1.418,2.6,,0.98,0.96,,392.872,12.4959
K2-170 c,1,0,2018,12.400047,1.802,3.9,,0.98,0.96,,392.872,12.4959
K2-171 b,1,0,2018,5.628466,2.687,7.69,,1.72,0.89,,606.128,12.4386
K2-172 b,1,0,2018,14.316941,1.666,3.42,,0.87,0.93,,249.742,12.2809
K2-172 c,1,0,2018,29.62682,3.206,10.4,,0.87,0.93,,249.742,12.2809
K2-173 b,1,0,2018,5.868699,1.608,3.22,,0.84,0.88,,228.641,12.1848
K2-174 b,1,0,2018,19.562307,2.6,7.27,455,0.68,0.7,,99.9293,12.0082
K2-175 b,1,0,2018,9.525988,2.038,4.81,,1.42,1.09,,247.266,10.6251
K2-176 b,1,0,2018,5.329439,1.491,2.83,,0.86,0.94,,247.302,12.6504
K2-177 b,1,0,2018,14.155185,2.116,5.13,,1.21,1.21,,492.167,12.422
K2-178 b,1,0,2018,8.747818,3.558,12.4,840,0.89,0.95,,214.753,12.1562
K2-179 b,1,0,2018,5.172191,2.513,6.86,,0.77,0.82,,190.81,12.691
K2-18 b,1,0,2015,32.939623,2.37,8.92,284,0.41,0.36,,38.0266,12.4154
K2-18 c,1,0,2017,8.962,2.65,7.51,363,0.41,0.36,,38.0266,12.4154
K2-180 b,1,0,2018,8.8656511,2.52,11.44182,802,0.72,0.72,2.1,203.896,12.4039
K2-181 b,1,0,2018,6.894256,2.84,8.45,962,1.07,0.99,,360.911,12.5618
K2-182 b,1,0,2018,4.7369683,2.69,20,969,0.79,0.86,,154.83,11.7202
K2-183 b,1,0,2018,0.469285,1.1,1.37,,0.87,0.94,,329.041,12.6702
K2-183 c,1,0,2018,10.787992,2.3,5.9,787,0.87,0.94,,329.041,12.6702
K2-183 d,1,0,2018,22.620344,2.3,5.9,615,0.87,0.94,,329.041,12.6702
K2-184 b,1,0,2018,16.9780102,1.47,2.76,533,0.75,0.84,,75.5857,10.13
K2-185 b,1,0,2018,10.616384,1.15,1.6,809,0.94,0.96,,268.357,12.0636
K2-185 c,1,0,2018,52.713494,2.39,6.3,477,0.94,0.96,,268.357,12.0636
K2-186 b,1,0,2018,41.474219,3.172,10.2,,0.98,1.02,,330.739,12.1713
K2-187 b,1,0,2018,0.77401,1.2,1.87,1815,0.83,0.97,,330.916,12.8673
K2-187 c,1,0,2018,2.871512,1.4,2.54,1173,0.83,0.97,,330.916,12.8673
K2-187 d,1,0,2018,7.149584,2.4,6.35,865,0.83,0.97,,330.916,12.8673
K2-187 e,1,0,2018,13.606629,1.9,4.27,698,0.83,0.97,,330.916,12.8673
K2-188 b,1,0,2018,1.742169,1.35,2.39,1692,1.19,1.06,,446.821,12.4903
K2-188 c,1,0,2018,7.810253,2.83,8.4,1026,1.19,1.06,,446.821,12.4903
K2-189 b,1,0,2018,2.588309,1.52,2.92,1197,0.87,0.94,,242.113,12.2538
K2-189 c,1,0,2018,6.679195,2.5,6.8,872,0.87,0.94,,242.113,12.2538
K2-19 b,1,0,2015,7.9222,7,32.4,854,0.82,0.88,3,289.827,12.8153
K2-19 c,1,0,2015,11.8993,4.1,10.8,745,0.82,0.88,3,289.827,12.8153
K2-19 d,1,0,2016,2.5081,1.11,10,1252,0.82,0.88,2,289.827,12.8153
K2-190 b,1,0,2018,10.098858,1.357,2.41,,0.91,0.9,,160.679,10.9586
K2-190 c,1,0,2018,21.574023,1.093,1.34,,0.91,0.9,,160.679,10.9586
K2-191 b,1,0,2018,2.858646,1.579,3.12,,0.84,0.9,,287.188,12.9948
K2-192 b,1,0,2018,4.162817,1.52,2.92,939,0.81,0.9,,221.753,12.45
K2-193 b,1,0,2018,14.786889,3.95,14.8,739,0.98,1.01,,411.923,13.0947
K2-194 b,1,0,2018,39.721386,3.642,12.9,,1.28,1.11,,629.51,12.8383
K2-195 b,1,0,2018,15.852975,3.13,9.96,720,0.99,0.94,,315.014,12.3238
K2-195 c,1,0,2018,28.482786,2.576,7.16,,0.91,0.96,,315.014,12.3238
K2-196 b,1,0,2018,48.324222,3.6,12.6,,1.54,1.16,,584.877,11.9274
K2-197 b,1,0,2018,8.357881,2.56,7.08,848,0.93,1,,247.637,11.9937
K2-198 b,1,0,2018,17.0428683,4.189,16.3,716,0.76,0.8,,110.567,10.9955
K2-198 c,1,0,2019,3.3596055,1.423,2.61,1230,0.76,0.8,,110.567,10.9955
K2-198 d,1,0,2019,7.4500177,2.438,6.52,943,0.76,0.8,,110.567,10.9955
K2-199 b,1,0,2018,3.2253993,1.73,6.9,913,0.68,0.71,,107.518,11.9053
K2-199 c,1,0,2018,7.3744897,2.85,12.4,694,0.68,0.71,,107.518,11.9053
K2-200 b,1,0,2018,2.849883,1.364,2.43,,0.79,0.86,,184.131,12.2315
K2-201 b,1,0,2018,1.05979,1.4,2.54,,0.88,0.96,,197.932,11.9432
K2-201 c,1,0,2018,22.779878,3.286,10.8,,0.88,0.96,,197.932,11.9432
K2-2016-BLG-0005L b,1,0,2023,4700,13.7,349.61125,,,0.58,,5200,
K2-202 b,1,0,2018,3.405164,2.302,5.91,,0.91,0.97,,300.397,13.0435
K2-203 b,1,0,2018,9.695101,1.371,2.45,,0.76,0.79,,166.147,12.1219
K2-204 b,1,0,2018,7.055784,3.046,9.51,,1.18,1.01,,577.235,12.8893
K2-205 b,1,0,2018,26.672263,1.996,4.64,,1.08,0.95,,405.301,12.2509
K2-206 b,1,0,2018,18.294549,2.795,8.22,,0.76,0.79,,244.443,12.8274
K2-207 b,1,0,2018,12.48749,2.606,7.3,,0.93,0.94,,363.064,12.9687
K2-208 b,1,0,2018,4.190948,1.679,3.46,,0.86,0.93,,256.887,12.3135
K2-209 b,1,0,2018,2.080615,0.869,0.586,,0.71,0.74,,76.4986,10.7447
K2-21 b,1,0,2015,9.325038,1.84,4.04,500,0.65,0.68,,83.6448,12.2785
K2-21 c,1,0,2015,15.50192,2.49,6.76,420,0.65,0.68,,83.6448,12.2785
K2-210 b,1,0,2018,0.57023,0.86,0.566,,0.89,0.91,,176.51,11.5845
K2-211 b,1,0,2018,0.669532,1.3,2.24,,0.79,0.88,,272.297,12.9329
K2-212 b,1,0,2018,9.795647,2.65,7.51,542,0.68,0.62,,109.218,12.55
K2-213 b,1,0,2018,8.13087,1.514,2.9,,1.2,1.07,,389.702,12.0409
K2-214 b,1,0,2018,8.596802,2.43,6.48,1006,1.27,1.05,,300.64,11.599
K2-215 b,1,0,2018,8.269648,2.124,5.16,,0.97,1,,403.964,12.8302
K2-216 b,1,0,2018,2.1748,1.75,8,1103,0.72,0.7,1.8,115.461,12.0576
K2-217 b,1,0,2018,14.074524,3.579,12.5,,1.33,1.1,,381.878,12.0279
K2-218 b,1,0,2018,8.679885,2.569,7.13,,1.01,1.05,,394.083,12.7137
K2-219 b,1,0,2018,3.901287,1.348,2.38,,1.19,1.02,,325.4,11.911
K2-219 c,1,0,2018,6.66767,1.438,2.66,,1.19,1.02,,325.4,11.911
K2-219 d,1,0,2018,11.137278,2.576,7.16,,1.19,1.02,,325.4,11.911
K2-22 b,2,0,2015,0.381073,2.3,444.962,2100,0.58,0.6,,243.836,14.9537
K2-220 b,1,0,2018,13.683256,2.39,6.3,758,1.02,0.96,,233.514,11.7214
K2-221 b,1,0,2018,2.399094,1.679,3.46,,0.95,1.01,,318.81,12.4149
K2-222 b,1,0,2018,15.38857,2.35,8.7,871,1.11,0.99,,101.321,9.36072
K2-223 b,1,0,2018,0.50557,0.89,0.64,2271,1,1.06,,198.604,11.2736
K2-223 c,1,0,2018,4.562546,1.5,2.86,1091,1,1.06,,198.604,11.2736
K2-224 b,1,0,2018,4.47904,1.56,3.05,1002,0.84,0.91,,275.255,12.5216
K2-224 c,1,0,2018,10.09489,2.41,6.39,764,0.84,0.91,,275.255,12.5216
K2-225 b,1,0,2018,15.87209,3.49,12,902,1.7,1.27,,357.778,11.5203
K2-226 b,1,0,2018,3.27108,1.54,2.99,1120,0.91,0.88,,211.265,12.0917
K2-227 b,1,0,2018,13.621832,1.666,3.41,,0.89,0.95,,187.234,11.4954
K2-228 b,1,0,2018,2.69828,1.21,1.92,914,0.65,0.71,,129.46,12.6527
K2-229 b,1,0,2018,0.584216,1,2.49,1818,0.79,0.87,2.46,102.564,10.7861
K2-229 c,1,0,2018,8.32727,2.03,21.3,750,0.79,0.87,2.46,102.564,10.7861
K2-230 b,1,0,2018,2.86041,1.96,4.5,1529,1.39,1.11,5.2,540.773,12.5751
K2-231 b,1,0,2018,13.841901,2.5,6.8,,0.95,1.01,2,321.215,12.5593
K2-232 b,1,0,2018,11.168454,11.209,126.49634,1030,1.16,1.19,4.16,130.72,9.72626
K2-233 b,1,0,2018,2.4675,1.343,11.26,1121,0.71,0.79,4.5,67.5062,10.4191
K2-233 c,1,0,2018,7.06005,1.281,12.81,790,0.71,0.79,4.5,67.5062,10.4191
K2-233 d,1,0,2018,24.3645,2.358,21.14,523,0.71,0.79,4.5,67.5062,10.4191
K2-237 b,1,0,2018,2.18053539,16.197,433.20012,1828,1.26,1.26,11.76,314.995,11.4668
K2-238 b,1,0,2018,3.20466,14.572,273.3338,1587,1.59,1.19,3.78,537.963,13.6635
K2-239 b,1,0,2018,5.24,1.1,1.37,502,0.36,0.4,,31.0849,13.4367
K2-239 c,1,0,2018,7.775,1,0.972,427,0.36,0.4,,31.0849,13.4367
K2-239 d,1,0,2018,10.115,1.1,1.37,399,0.36,0.4,,31.0849,13.4367
